pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
1-1-49	0	01101		106	01101	1	110202003		0227	001			0	0		人	61		0		0		0	61.00	150000	9150000	9150000	9450000	9450000	0	0	議員出國考察訪問旅費。									0	285	360	0	0024				0009			1050518	BGT
1-1-49	0	01101		106	01101	1	110202003		0227	002			0	0		人	58		0		0		0		50000	2900000	2900000	2900000	2900000	0	0	職員配合議事業務赴國外考察補助費。									0	285	360	0	0025				0009			1050518	BGT
1-1-57	0	01101		106	01101	1	113401002		0227	001			0	0		年	1		0		0		0		500000	500000	500000	500000	500000	0	0	職員奉派國外出差旅費。									0	285	360	0	0034				0009			1050512	BGT
2-1-37	0	02101		106	02101	1	120101002		0227	001			0	0		年	1		0		0		0	1.00	4922500	4922500	4922500	5000000	5000000	0	0	參加各類國際會議及訪問、考察國際及大陸重要城市出國旅費。									0	285	360	0	0133				0009	顏良真		1050623	BGT
2-1-37	0	02101		106	02101	1	120101002		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0134				0009	王志達		1050330	BGT
2-1-56	0	02101		106	02101	1	123401003		0227	001			0	0		年	1		0		0		0	1.00	2250000	2250000	2250000	2250000	2250000	0	0	訪問姊妹市及國際重要城市出國旅費。									0	285	360	0	0024				0009	顏良真		1050504	BGT
2-1-63	0	02101		106	02101	1	220501002		0227	001			0	0		年	1		0		0		0	1.00	990000	990000	990000	990000	990000	0	0	配合城市外交及姊妹市交流活動，隨行人員出國旅費。									0	285	360	0	0035				0009	葉奏旻		1050401	BGT
2-3-26	0	02103		106	02103	1	120101004		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0065				0009	林承澤		1050411	BGT
2-3-26	0	02103		106	02103	1	120101004		0227	004			0	0		式	1		0		0		0	1.00	364000	364000	364000	0	0	0	0	考察日本市政統計指標體系建置及大數據方法在統計調查之應用。								依業務需要增列	0	285	360	0	0066	0	0	0	0009	范汝欣		1050726	BGT
2-4-24	0	02104		106	02104	1	120201005		0227	001			0	0		人	4	天	7		0		0	4.00×7.00	13000	364000	364000	0	0	0	0	人事業務出國考察旅費(韓國)。（新增）								二年編列一次。	0	285	360	1	0022				0009	李琇琪		1050413	BGT
2-4-24	0	02104		106	02104	1	120201005		0227	002			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0023				0009	李琇琪		1050322	BGT
2-5-19	0	02105		106	02105	1	120101002		0227	001			0	0		人	4	次	1	天	8		0	4.00×1.00×8.00	15500	496000	496000	0	0	0	0	考察端正政風制度國外旅費(法國)。（新增）									0	285	360	1	0045				0009	楊雅評		1050502	BGT
2-5-19	0	02105		106	02105	1	120101002		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0046				0009	陳保倫		1050415	BGT
2-6-35	0	02106		106	02106	1	212601002		0227	001			0	0		人	1		0		0		0	1.00	130600	130600	130600	100100	100100	0	0	參加IFTDO第46屆國際培訓總會年會旅費。								依業務需要覈實編列。	0	285	360	0	0037				0009	鄭芳宜		1050323	BGT
2-6-35	0	02106		106	02106	1	212601002		0227	002			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0038				0009	盧彥安		1050307	BGT
2-6-36	0	02106		106	02106	1	212601003		0227	003	'		0	0		人	20		0		0		0	20.00	63000	1260000	1260000	0	0	0	0	106年度上海市政考察交流計畫旅費(新增)。								依業務覈實新增。	0	285	360	1	0050	0	0	0	0009	黃鳳娥		1050725	BGT
2-7-23	0	02108		106	02108	1	120101002		0227	001			0	0		年	1		0		0		0	1.00	840000	840000	840000	0	840000	0	0	考察並觀摩世界各國主要城市之施政計畫、績效評核、創新服務措施與各項市政建設等成果與經驗、參加國際會議								上年度編列於「管制考核施政計畫」計畫	0	285	360	0	0054	0	0	0		彭彥郡		1050801	BGT
2-7-23	0	02108		106	02108	1	120101002		0227	002			0	0		人	2		0		0		0	2.00	75000	150000	150000	0	150000	0	0	國外市政建設考察旅費。								上年度編列於「管制考核施政計畫」計畫	0	285	360	0	0055	0	0	0		黃鳴鴻		1050729	BGT
2-8-15	0	02111		106	02111	1	340201002		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。										285	360	0	0029				0009	陳墀信		1050514	BGT
2-9-33	0	02112		106	02112	1	130101002		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。								無增減。	0	285	360	1	0029					易君強		1050425	BGT
2-10-28	0	02113		106	02113	1	220101004		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。										285	360	0	0087					陳新裕、李琇琪		1050502	BGT
2-10-34	0	02113		106	02113	1	220201002		0226	001			0	0		人	3	天	5		0		0	3.00×5.00	13000	325000	195000	0	0	0	0	參加2017第29屆世界客屬懇親大會及考察香港藝文場館（新增）。									0	284	360	1	0037					陳新裕		1050721	BGT
3-1-42	0	03101		106	03101	1	130101002		0227	001			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	赴國外市政建設考察旅費。								一級局處編列標準。	0	285	360	0	0048				0009	鄭裕峰		1050215	BGT
3-1-57	0	03101		106	03101	1	130301002		0227	001			0	0		人	456		0		0		0	456.00	27500	12540000	12540000	0	0	0	0	基層建設人員出國考察費用（2年1編）								依據104年10月23日市長室會議紀錄決議辦理。	0	285	360	1	0028					洪嘉霜		1050406	BGT
4-1-65	0	04101		106	04101	1	140101020		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0062				0009	湯雅茹		1050405	BGT
5-2-41	0	05112		106	05112	1	220101011		0226	001			0	0		年	1		0		0		0	1.00	26000	63800	26000	40000	40000	0	0	與上海圖書館資訊人員交流互訪計畫。									0	284	360	0	0088				0009	鄭翔		1050725	BGT
5-2-41	0	05112		106	05112	1	220101011		0227	003			0	0		年	1		0		0		0	1.00	158370	158370	158370	0	0	0	0	參加第83屆國際圖書館協會聯盟（IFLA）年會會議及參訪圖書館（新增）。									0	285	360	1	0089	0	0	0	0009	鄭翔		1050420	BGT
5-3-55	0	05113		106	05113	1	220201003		0227	001			0	0		人	2		0		0		0	2.00	55050	110100	110100	0	80000	0	0	2017年大貓熊研究及繁殖技術國際會議交通費及生活費等。								P57，實際需求編列	0	285	360	0	0071	0	0	0	0009	陳玉燕		1050713	BGT
5-3-55	0	05113		106	05113	1	220201003		0227	002			0	0		人	2		0		0		0	2.00	47961	95922	95922	0	218281	0	0	2017「保育繁殖專家群」及「世界動物園暨水族館協會第72屆」聯合年會(WAZA)交通費、註冊及生活費等。								P57	0	285	360	0	0072	0	0	0		曹先紹		1050713	BGT
6-1-74	0	06101		106	06101	1	310101002		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	考察國外市政建設差旅費。									0	285	360	0	0056				0009	燕奕峰		1050310	BGT
6-1-87	0	06101		106	06101	1	320201003		0227	001	'		0	0		年	1		0		0		0	1.00	154000	154000	154000	0	0	0	0	赴以色列進行創新創業參訪交流差旅費（新增）。								為促進本市創新產業發展，培養友善創業環境，藉由參訪以色列，了解以國政府如何加速新創事業之培育、吸引國外資金進駐，以健全其創業投資環境，作為本市日後政策規劃之借鏡。	0	285	360	1	0034	0	0	0		張馨予		1050407	BGT
6-1-99	0	06101		106	06101	1	320202005		0227	001			0	0		年	1		0		0		0	1.00	300000	947500	300000	150000	150000	0	0	赴亞太、歐洲、美國等地區參加海外參展、海外招商、企業參訪及城市交流等差旅費。								為行銷本市產業利基，吸引外部優秀人才投入技術創新，挹注投資動能，爰增加預算金額。	0	285	360	0	0061				0009	路蕙蘭		1050718	BGT
7-1-41	0	07101		106	07101	1	320201002		0227	001			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	市政建設考察旅費。									0	285	360	0	0033				0009	曹正邦		1050309	BGT
7-1-44	0	07101		106	07101	1	320201003	005	0227	001	'		0	0		人	2		0		0		0	2.00	120500	494700	241000	0	0	0	0	參加2017阿姆斯特丹國際水產業展覽會（新增）。								為將臺北水環境國際論壇結合相關水產業展覽擴大辦理提昇效益，透過參訪觀摩國際水產業展覽舉辦模式，以提供後續本市舉辦2018臺北水環境國際論壇暨水產業展覽參考。	0	285	360	1	0062	0	0	0		蕭品彥		1050720	BGT
7-2-69	0	07102		106	07102	1	310201003		0227	001			0	0		式	1		0		0		0	1.00	483546	483546	483546	0	0	0	0	106年荷蘭海外研習營(新增)。								核實編列	0	285	360	1	0141					張坤城		1050726	BGT
7-3-82	0	07103		106	07103	1	330201006		0227	001	'		0	0		人	2		0		0		0	2.00	91000	182000	182000	0	0	0	0	參訪考察日本道路巡檢、損壞修補、管線挖掘管理及橋樑施工材料，與監造、施工管理制度之經驗交流（新增）。								依業務需求覈實增列。	0	285	360	1	0268	0	0	0		林丁達		1050719	BGT
7-3-87	0	07103		106	07103	1	330201011		0227	001			0	0		人	2		0		0		0	2.00	117000	234000	234000	0	0	0	0	都市人行環境介面整合之策略規劃及工程設計實務案例考察（新增）。								依業務需求覈實增列。		285	360	1	0315	0	0	0		陳昭志		1050719	BGT
7-4-98	0	07104		106	07104	1	510201002		0227	002	'		0	0		式	1		0		0		0	1.00	483546	483546	483546	0	0	0	0	106年荷蘭海外研習營（新增）。								依據20160420市長室會議結論辦理		285	360	1	0205	0	0	0		蘇怡萍		1050516	BGT
7-5-72	0	07105		106	07105	1	520203002		0227	001	'		0	0		人	2		0		0		0	2.00	55000	110000	110000	0	0	0	0	2017亞洲再生水及污泥技術考察(新增)。								赴新加坡參加2017亞洲再生水及污泥技術考察	0	285	360	0	0041	0	0	0		呂文賢		1050706	BGT
8-1-49	0	08101		106	08101	1	330201003		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	市政建設考察旅費。									0	285	360	0	0022				0009	江欣靜		1050506	BGT
8-1-60	0	08101		106	08101	1	330203002		0227	001			0	0		人	6		0		0		0	6.00	177971	714280	1067826	372000	372000	0	0	參加智慧型運輸系統（ITS）世界會議考察交通建設及ITS推動情形差旅費。								106年推動爭取本市2022年主辦ITS世界年會，派代表團爭取各會員國支持，並參與臺灣館展出，宣揚本市ITS成果，同時觀摩加拿大舉辦經驗，以為本市爭取借鏡	0	285	360	0	0019				0009	曾銘正	本項係同時對應局處級KPI：TL1.1參加其他國家或國際議題訓練、課程、講座或研討會人數及TL4.2選送優秀公務人員出國人次	1050727	BGT
8-1-66	0	08101		106	08101	1	330301002		0227	001			0	0		人	1		0		0		0	1.00	193500	193500	193500	0	0	0	0	參加國際公共交通聯會(UITP)世界年會差旅費。								兩年一編	0	285	360	1	0014				0009	沈明宏		1050712	BGT
8-1-66	0	08101		106	08101	1	330301002		0227	002			0	0		人	5		0		0		0	5.00	65000	195000	325000	0	0	0	0	參加國際公共交通聯會(UITP)亞太會議差旅費（新增）。								為籌辦2018年公共交通國際聯會(UITP)亞太會議，派員至2017年會議發表演說並邀請與會者參加2018年公共交通國際聯會(UITP)亞太會議	0	285	360	1	0015	0	0	0	0009	賴怡心		1050727	BGT
8-1-66	0	08101		106	08101	1	330301002		0227	003			0	0		人	2		0		0		0	2.00	143885	287770	287770	0	0	0	0	參加荷蘭2017自行車城市大會(Velo-city2017)差旅費（新增）。								與各城市自行車相關產、官、學、研代表交流推動自行車經驗，或引進自行車嶄新作法及推動經驗	0	285	360	1	0016	0	0	0	0009	賴怡心		1050506	BGT
9-1-68	0	09101		106	09101	1	430101002		0227	001			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0104				0009	詹又文		1050223	BGT
9-1-114	0	09101		106	09101	1	430501002		0227	001			0	0		人	1		0		0		0	1.00	59000	59000	59000	0	0	0	0	參加世界華人地區長期照護研討會(預計4日，出國日數配合實際會議期程調整，出國地點以邀請函為準)（新增）								105年因經費撙節未編列。	0	285	360	1	0044					余姍瑾		1050729	BGT
9-1-135	0	09101		106	09101	1	430602003		0227	001	1	推動辦理性別議題相關活動方案	312000	312000		人	2		0		0		0	2.00	156000	312000	312000	312000	312000	0	0	參加重要國際婦女會議(預計12日，出國日數配合實際會議期程調整，出國地點以邀請函為準)。									0	285	360	1	0053				0009	陳儀		1050711	BGT
9-1-149	0	09101		106	09101	1	430801002		0227	001			0	0		人	2		0		0		0	2.00	73450	146900	146900	136000	136000	0	0	參加國際社會福利協會臺日韓三國會議(預計5日，出國日數配合實際會議期程調整，出國地點以邀請函為準)。								核實增列。	0	285	360	0	0022					蕭奕蕙		1050505	BGT
10-1-43	0	10101		106	10101	1	430101002		0227	001			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0082				0009	蕭廷偉		1050309	BGT
10-2-33	0	10102		106	10102	1	440201002		0227	001	'		0	0		人	4	天	5		0		0	4.00×5.00	13000	260000	260000	0	0	0	0	赴日本考察就業服務措施旅費（新增）。								為考察日本青年就業服務政策與措施所需編列。	0	285	360	1	0055	0	0	0		許美華		1050630	BGT
11-1-1-35	0	11111		106	11101	1	710101002		0227	001			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0029				0009	范姜秀玲		1050323	BGT
11-1-1-35	0	11111		106	11101	1	710101002		0227	003			0	0		人	2	次	1		0		0	2.00×1.00	120982.5	241965	241965	0	0	0	0	出席國際警察首長協會年會(國外警政考察)旅費(包括交通費、生活費、辦公費及報名費)（新增）。								與世界各國及美國各地警政首長、幹部互動交流，汲取國外執法經驗、新知、科技、裝備、立法動向、研究成果及新型態犯罪等，以強化執法決策之品質及效能，進而與國際接軌，並提升本市警政之國際能見度。	0	285	360	1	0030	0	0	0	0009	陳逸儒		1050326	BGT
