pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
1-1-32	0	01101		106	01101	1	110101006		0210	001			0	0		輛	1	月	12	公升	139		0	1.00×12.00×139.00	25.6	42701	42701	0	46537	0	0	小客車(議長座車)汽油費。										229	122	0	0076			1				1050517	
1-1-32	0	01101		106	01101	1	110101006		0210	002			0	0		輛	1	月	12	公升	139		0	1.00×12.00×139.00	23.6	39365	39365	0	43201	0	0	小客車(副議長座車)汽油費。										229	122	0	0077			1				1050517	
1-1-32	0	01101		106	01101	1	110101006		0210	003			0	0		輛	1	月	12	公升	139		0	1.00×12.00×139.00	23.6	39365	39365	0	43201	0	0	小客車(秘書長座車)汽油費。										229	122	0	0078			1				1050517	
1-1-32	0	01101		106	01101	1	110101006		0210	004			0	0		輛	1	月	12	公升	139		0	1.00×12.00×139.00	23.6	39365	39365	0	43201	0	0	小客車(副秘書長座車)汽油費。										229	122	0	0079			1				1050517	
1-1-32	0	01101		106	01101	1	110101006		0210	005			0	0		輛	6	月	12	公升	25		0	6.00×12.00×25.00	23.6	42480	42480	0	46620	0	0	重型公務機車汽油費。										229	122	0	0080			1				1050517	
1-1-33	0	01101		106	01101	1	110101006		0210	006			0	0		輛	9	月	12	公升	139		0	9.00×12.00×139.00	23.6	354285	354285	0	388811	0	0	客貨兩用車汽油費。									2	229	122	0	0081			1				1050517	
2-1-33	0	02101		106	02101	1	120101002		0210	018			0	0		輛	1	月	12	公升	71		0	1×12×71	23.6	20107	20107	0	22067	0	0	小客車(市長座車)汽油費。										229	122		0075			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	019			0	0		輛	3	月	12	公升	71		0	3×12×71	23.6	60321	60321	0	66201	0	0	小客車(副市長座車)汽油費。										229	122		0076			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	020			0	0		輛	1	月	12	公升	139		0	1×12×139	23.6	39365	39365	0	43201	0	0	小客車(秘書長座車)汽油費。										229	122		0077			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	021			0	0		輛	2	月	12	公升	71		0	2×12×71	23.6	40214	40214	0	44134	0	0	小客車(副秘書長座車)汽油費。										229	122		0078			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	022			0	0		輛	1	月	12	公升	95		0	1×12×95	23.6	26904	26904	0	29526	0	0	小客車(副秘書長座車)汽油費。										229	122		0079			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	023			0	0		輛	3	月	12	公升	71		0	3×12×71	23.6	60321	60321	0	66201	0	0	小客車汽油費。										229	122		0080			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	024			0	0		輛	2	月	12	公升	139		0	2×12×139	23.6	78730	78730	0	86402	0	0	小客車汽油費。										229	122		0081			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	025			0	0		輛	3	月	12	公升	25		0	3×12×25	23.6	21240	21240	0	23310	0	0	重型公務機車汽油費。										229	122		0082			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	026			0	0		輛	2	月	12	公升	139		0	2×12×139	23.6	78730	78730	0	86402	0	0	客貨兩用車汽油費。										229	122		0083			1		胡佳楠			
2-1-33	0	02101		106	02101	1	120101002		0210	027			0	0		輛	1	月	12	公升	32		0	1×12×32	15.3	5875	5875	0	18954	0	0	小客車(市長座車)液化石油氣費。								因應營業加氣站普及度不高，106年度酌予減列		229	122		0084			1		胡佳楠			
2-1-34	0	02101		106	02101	1	120101002		0210	028			0	0		輛	3	月	12	公升	32		0	3×12×32	15.3	17625	17625	0	56862	0	0	小客車(副市長座車)液化石油氣費。								因應營業加氣站普及度不高，106年度酌予減列		229	122		0085			1		胡佳楠			
2-1-34	0	02101		106	02101	1	120101002		0210	029			0	0		輛	2	月	12	公升	32		0	2×12×32	15.3	11750	11750	0	37908	0	0	小客車(副秘書長座車)液化石油氣費。								因應營業加氣站普及度不高，106年度酌予減列		229	122		0086			1		胡佳楠			
2-1-34	0	02101		106	02101	1	120101002		0210	030			0	0		輛	3	月	12	公升	32		0	3×12×32	15.3	17625	17625	0	56862	0	0	小客車液化石油氣費。								因應營業加氣站普及度不高，106年度酌予減列		229	122		0087			1		胡佳楠			
2-2-27	0	02102		106	02102	1	120101002		0210	001			0	0		輛	1	月	12	公升	70		0	1.00×12.00×70.00	25.9	21756	21756	0	21756	0	0	小客車汽油費。									2	229	122	0	0022			1				1050510	
2-2-27	0	02102		106	02102	1	120101002		0210	002			0	0		輛	1	月	12	公升	79		0	1.00×12.00×79.00	19.5	18486	18486	0	18486	0	0	小客車液化石油氣費。									2	229	122	0	0023			1				1050510	
2-3-23	0	02103		106	02103	1	120101002		0210	001			0	0		輛	2	月	12	公升	71		0	2.00×12.00×71.00	23.6	40214	40214	0	44134	0	0	小客車汽油費。								依本府編列基準編列		229	122	0	0028			1		胡月鳳		1050509	
2-3-23	0	02103		106	02103	1	120101002		0210	002			0	0		輛	1	月	12	公升	139		0	1.00×12.00×139.00	23.6	39365	39365	0	43201	0	0	小客車汽油費。								依本府編列基準編列		229	122	0	0029			1		胡月鳳		1050509	
2-3-23	0	02103		106	02103	1	120101002		0210	003			0	0		輛	1	月	12	公升	20		0	1.00×12.00×20.00	23.6	5664	5664	0	6216	0	0	重型公務機車汽油費。								依本府編列基準編列		229	122	0	0030			1		胡月鳳		1050509	
2-3-23	0	02103		106	02103	1	120101002		0210	004			0	0		輛	1	月	12	公升	102		0	1.00×12.00×102.00	23.6	28886	28886	0	31702	0	0	客貨兩用車汽油費。								依本府編列基準編列		229	122	0	0031			1		胡月鳳		1050509	
2-3-23	0	02103		106	02103	1	120101002		0210	005			0	0		輛	2	月	12	公升	81		0	2.00×12.00×81.00	15.3	29744	29744	0	37908	0	0	小客車液化石油氣費。								依本府編列基準編列		229	122	0	0032			1		胡月鳳		1050509	
2-4-17	0	02104		106	02104	1	120101002		0210	007			0	0		輛	2	月	12	公升	71		0	2.00×12.00×71.00	23.6	40214	40214	0	44134	0	0	小客車汽油費。										229	122	0	0026			1		林文宏		1050509	
