pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
1-1-61	0	01101		106	01101	2	117104000		0306	001			0	0		臺	130		0		0		0	130.00	29000	3770000	3770000	3510000	3510000	0	0	汰換研究室桌上型電腦。									0	355	310	1	0001				0017			1050628	BGT
1-1-61	0	01101		106	01101	2	117104000		0306	008			0	0		組	1		0		0		0		81000	81000	81000	81000	81000	0	0	UPS電池組更換。									0	355	310	1	0002				0015			1050518	BGT
1-1-61	0	01101		106	01101	2	117104000		0306	009			0	0		式	1		0		0		0	1.00	94000	94000	94000	0	0	0	0	UPS電容器更換。									0	355	310	1	0003	0	0	0	0015			1050523	BGT
1-1-61	0	01101		106	01101	2	117104000		0306	010			0	0		式	1		0		0		0	1.00	9500000	9500000	9500000	0	0	0	0	網路暨資安設備汰換。									0	355	310	1	0004	0	0	0	0015			1050523	BGT
1-1-61	0	01101		106	01101	2	117104000		0306	011			0	0		式	1		0		0		0	1.00	4500000	4500000	4500000	0	0	0	0	新聞知識系統改版。									0	357	310	1	0005	0	0	0	0015			1050523	BGT
1-1-61	0	01101		106	01101	2	117104000		0306	012			0	0		組	1		0		0		0	1.00	500000	500000	500000	0	0	0	0	新聞知識系統伺服器。									0	355	310	1	0006	0	0	0	0015			1050519	BGT
2-1-66	0	02101		106	02101	2	127104000		0306	001			0	0		部	35		0		0		0	35.00	20500	717500	717500	621000	621000	0	0	汰換個人電腦費。								105年配合本府發包中心成立移撥5部電腦額度予該中心，故僅編列汰換30部。106年度依臺北市地方總預算各機關購置電腦及其相關設備編列基準審查表規定，預計汰換35部。	0	355	310	1	0001				0016	吳伯威		1050406	BGT
2-1-66	0	02101		106	02101	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	電腦套裝軟體。									0	357	310	1	0002				0010	吳伯威		1050406	BGT
2-1-66	0	02101		106	02101	2	127104000		0306	005			0	0		年	1		0		0		0	1.00	280000	280000	280000	0	0	0	0	網路及資訊周邊設備。								依106年度臺北市地方總預算各機關購置電腦及其相關設備編列基準審查表規定，新購電腦每部分配額度8,000元，本處106年度預計汰換35部，應編列280000元。	0	355	310	1	0003	0	0	0	0017	吳伯威		1050504	BGT
2-1-66	0	02101		106	02101	2	127104000		0306	006	'		0	0		年	1		0		0		0	1.00	4500000	4500000	4500000	0	0	0	0	建置「臺北市政府電子公報資訊網」系統。									0	359	310	1	0004	0	0	0	0017	吳伯威		1050617	BGT
2-2-49	0	02102		106	02102	2	127104003		0306	001			0	0		部	11		0		0		0	11.00	20500	225500	225500	0	227700	0	0	汰換個人電腦。								依標準編列。	0	355	310	0	0006	0	0	0	0016	陳綺敏		1050512	BGT
2-2-49	0	02102		106	02102	2	127104003		0306	002			0	0		組	1		0		0		0	1.00	96000	96000	96000	0	156765	0	0	網路及資訊周邊設備。									2	355	310	0	0007	0	0	0	0017	陳綺敏		1050512	BGT
2-3-55	0	02103		106	02103	2	127104000		0306	001			0	0	0301	部	25		0		0		0	25.00	20500	553500	512500	331200	331200	0	0	汰換個人電腦。								依編列基準編列	1	355	310	0	0001				0016	陳翠宜		1050720	BGT
2-3-55	0	02103		106	02103	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	200000	216000	200000	200000	200000	0	0	網路及資訊周邊設備。								依基準編列25*8,000=200,000元	0	355	310	0	0002				0017	陳翠宜		1050720	BGT
2-3-55	0	02103		106	02103	2	127104000		0306	004			0	0		年	1		0		0		0	1.00	670785	670785	670785	0	0	0	0	附屬單位會計及決算系統功能擴充經費。								依實際要增列	0	357	310	0	0003				0020	徐雅芳		1050427	BGT
2-4-43	0	02104		106	02104	2	127104000		0306	001			0	0		部	15		0		0		0	15.00	20500	307500	307500	289800	289800	0	0	汰換個人電腦。								核實增列。	0	355	310	0	0001				0016	陳俊男		1050503	BGT
2-4-43	0	02104		106	02104	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	120000	120000	120000	203950	203950	0	0	網路及資訊周邊設備。								移列經常門	0	355	310	0	0002				0017	陳俊男		1050512	BGT
2-4-43	0	02104		106	02104	2	127104000		0306	003			0	0		年	1		0		0		0	1.00	100000	100000	100000	100000	100000	0	0	電腦套裝軟體。									0	357	310	0	0003				0010	陳俊男		1050503	BGT
2-4-43	0	02104		106	02104	2	127104000		0306	004			0	0		年	1		0		0		0	1.00	2182400	2182400	2182400	0	0	0	0	擴充人事業務核心系統主機容錯儲存相關設備。								依業務需要核實增列。	0	355	310	0	0004	0	0	0	0010	陳俊男		1050503	BGT
2-5-36	0	02105		106	02105	2	127104000		0306	001			0	0		部	12		0		0		0	12.00	20500	246000	246000	248400	248400	0	0	汰換個人電腦。									0	355	310	0	0001				0016	梁郅興		1050505	BGT
2-5-36	0	02105		106	02105	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	430066	430066	430066	189000	189000	0	0	電腦周邊設備及零組件。									0	355	310	0	0002				0017	梁郅興		1050505	BGT
2-5-36	0	02105		106	02105	2	127104000		0306	003			0	0		年	1		0		0		0	1.00	28369	28369	28369	28369	28369	0	0	電腦套裝軟體。									0	357	310	0	0003				0010	梁郅興		1050505	BGT
2-6-42	0	02106		106	02106	2	217104000		0306	001			0	0		組	1		0		0		0	1.00	240000	240000	240000	278275	278275	0	0	網路及資訊周邊設備。								覈實減列	0	355	310	0	0001				0017	李忠義		1050503	BGT
2-6-42	0	02106		106	02106	2	217104000		0306	002			0	0		部	71		0		0		0	71.00	20500	1455500	1455500	828000	828000	0	0	汰換個人電腦。								依業務需要覈實編列	2	355	310	0	0002				0016	李忠義		1050503	BGT
2-6-42	0	02106		106	02106	2	217104000		0306	003			0	0		式	1		0		0		0	1.00	750000	750000	750000	0	0	0	0	汰換電子簽到系統(含平板電腦30台、配套無線網路設備及固定架等，含安裝費用)（新增）。								配合本府減紙環保政策，採用電子簽到取代紙本簽到覈實增列。	0	355	310	1	0003				0018	盧彥安		1050503	BGT
2-7-53	0	02108		106	02108	2	127104000		0306	001			0	0	0301	部	17		0		0		0	17.00	20500	348500	348500	331200	331200	0	0	汰換個人電腦。								按人數伸算	1	355	310	0	0001				0016	劉瀚澤		1050511	BGT
2-7-53	0	02108		106	02108	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	8000	8000	8000	103140	103140	0	0	網路及資訊周邊設備。								按人數伸算	0	355	310	0	0002				0017	劉瀚澤		1050511	BGT
2-8-17	0	02111		106	02111	2	347104000		0306	001			0	0		組	1		0		0		0		37000	37000	37000	37000	37000	0	0	電腦周邊設備及零組件。									0	355	310	0	0001				0017	蔡立睿		1050329	BGT
2-8-17	0	02111		106	02111	2	347104000		0306	002			0	0		部	2		0		0		0	2.00	20500	82000	41000	41400	41400	0	0	汰換個人電腦2部。								汰換95年1台、97年1台個人電腦，加強本會行政與審議業務。	0	355	310	0	0002				0016	蔡立睿		1050727	BGT
2-9-69	0	02112		106	02112	2	137104000		0306	001			0	0		部	8		0		0		0	8.00	20700	165600	165600	165600	165600	0	0	汰換個人電腦。								無增減。	0	355	310	0	0002					鐘欣瑜		1050512	BGT
2-9-69	0	02112		106	02112	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	102034	102034	102034	102034	102034	0	0	網路及資訊周邊設備。								無增減。	0	355	310	0	0003					鐘欣瑜		1050507	BGT
2-10-44	0	02113		106	02113	2	227104000		0306	001			0	0		部	7		0		0		0	7.00	20500	143500	143500	137655	137655	0	0	汰換個人電腦。								依市府編列標準辦理。	0	355	310	0	0001					鄒韻婷		1050502	BGT
2-10-44	0	02113		106	02113	2	227104000		0306	002			0	0		式	1		0		0		0	1.00	48000	56000	48000	72200	72200	0	0	網路及資訊周邊設備。(一萬元以上資訊設備)								(8,000元X6台)	0	355	310	0	0002					鄒韻婷		1050721	BGT
2-11-57	0	02121		106	02121	2	137104000		0306	001			0	0		組	26		0		0		0	26.00	8000	208000	208000	232558	232558	0	0	網路及資訊周邊設備。									0	355	310	0	0001				0017	吳春進		1050512	BGT
2-11-57	0	02121		106	02121	2	137104000		0306	002			0	0		年	1		0		0		0		72000	72000	72000	72000	72000	0	0	套裝軟體。									0	357	310	0	0002				0010	吳春進		1050413	BGT
2-11-57	0	02121		106	02121	2	137104000		0306	003			0	0		部	15		0		0		0	15.00	20500	307500	307500	310500	310500	0	0	汰換個人電腦。									0	355	310	0	0003				0016	吳春進		1050627	BGT
2-12-54	0	02122		106	02122	2	137104000		0306	001			0	0	0301	部	26		0		0		0	26.00	20500	533000	533000	517500	517500	0	0	汰換個人電腦。									1	355	310	0	0002				0016	郭忠誠		1050504	BGT
2-12-54	0	02122		106	02122	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	208000	208000	208000	336101	336101	0	0	網路及資訊周邊設備。									0	355	310	0	0003				0017	郭忠誠		1050512	BGT
2-12-54	0	02122		106	02122	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	94360	94360	94360	55080	55080	0	0	套裝軟體。								依業務需要覈實增列。	0	357	310	0	0004				0010	郭忠誠		1050504	BGT
2-12-55	0	02122		106	02122	2	137104000		0306	005			0	0		臺	1		0		0		0	1.00	21000	21000	21000	0	0	0	0	購置彩色雷射印表機1臺。									0	355	310	0	0005	0	0	0	0017	郭忠誠		1050504	BGT
2-13-50	0	02123		106	02123	2	137104000		0306	001			0	0	0301	部	30		0		0		0		20500	615000	615000	621000	621000	0	0	汰換個人電腦。									1	355	310	0	0001					宋仁昌		1050404	BGT
2-13-50	0	02123		106	02123	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	240000	240000	240000	268947	268947	0	0	網路及資訊周邊設備。									0	357	310	0	0002					宋仁昌		1050504	BGT
2-13-50	0	02123		106	02123	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	58450	58450	58450	61054	61054	0	0	套裝軟體。									0	357	310	0	0003					宋仁昌		1050504	BGT
2-14-70	0	02124		106	02124	2	137104000		0306	001			0	0	0301	部	24		0		0		0	24.00	20500	512500	492000	517500	517500	0	0	汰換個人電腦。									1	355	310	0	0001				0016	陳毓珣		1050725	BGT
2-14-70	0	02124		106	02124	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	87821	87821	87821	167821	167821	0	0	網路及資訊周邊設備。									0	355	310	0	0002				0017	陳毓珣		1050504	BGT
2-14-70	0	02124		106	02124	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	90000	90000	90000	90000	90000	0	0	套裝軟體。									0	357	310	0	0003				0010	張裕安		1050415	BGT
2-15-47	0	02125		106	02125	2	137104000		0306	001			0	0	0301	部	21		0		0		0	21.00	20500	430500	430500	434700	434700	0	0	汰換個人電腦。								依標準單價覈實編列	1	355	310	0	0001				0016	邢志國		1050504	BGT
2-15-47	0	02125		106	02125	2	137104000		0306	002			0	0		組	1		0		0		0	1.00	204210	204210	204210	203210	203210	0	0	網路及資訊周邊設備。								因業務實際需要增列	0	355	310	0	0002				0017	邢志國		1050505	BGT
2-15-47	0	02125		106	02125	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	53500	53500	53500	53500	53500	0	0	套裝軟體。									0	357	310	0	0003				0010	邢志國		1050405	BGT
2-16-50	0	02126		106	02126	2	137104000		0306	001			0	0		年	1		0		0		0	1.00	214695	214695	214695	210495	210495	0	0	網路及資訊周邊設備。									0	355	310	0	0001				0017	劉家偉		1050512	BGT
2-16-50	0	02126		106	02126	2	137104000		0306	002			0	0	0301	部	20		0		0		0	20.00	20500	430500	410000	372600	372600	0	0	汰換個人電腦。									1	355	310	0	0002				0016	劉家偉		1050726	BGT
2-16-50	0	02126		106	02126	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	120000	120000	120000	120000	120000	0	0	套裝軟體。									0	357	310	0	0003				0010	劉家偉		1050504	BGT
2-17-60	0	02127		106	02127	2	137104000		0306	001			0	0		部	24		0		0		0	24.00	20500	492000	492000	496800	496800	0	0	汰換個人電腦。									0	355	310	0	0003					林潘明		1050628	BGT
2-17-60	0	02127		106	02127	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	324830	324830	324830	384830	384830	0	0	網路及資訊周邊設備。									0	355	310	0	0004					林潘明		1050628	BGT
2-17-60	0	02127		106	02127	2	137104000		0306	003			0	0		年	1		0		0		0	1.00	74830	74830	74830	74830	74830	0	0	套裝軟體。									0	357	310	0	0005					林潘明		1050628	BGT
