pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
1-1-60	0	01101		106	01101	2	117103000		0305	001			0	0	0204	輛	1		0		0		0	1.00	820000	820000	820000	0	0	0	0	汰換客貨兩用車(2001年購買)。									1	350	321	0	0001							1050523	BGT
2-14-69	0	02124		106	02124	2	137103000		0305	001			0	0	0211	輛	1		0		0		0	1.00	88000	126000	88000	0	0	0	0	汰換重型公務機車(2002年購置)並依本府政策改為電動機車。									1	351	321	0	0001					朱良斌		1050725	BGT
3-6-39	0	03113		106	03113	2	137103000		0305	001			0	0		輛	1		0		0		0	1.00	88000	55650	88000	0	0	0	0	汰換重型電動公務機車。									0	351	321	0	0001					吳強綸		1050801	BGT
4-1-96	0	04101		106	04101	2	147103030		0305	001			0	0	0204	輛	1		0		0		0	1.00	820000	1640000	820000	0	0	0	0	汰換2002年購置之客貨兩用車。								汰換2002年購置之客貨兩用車(8人座)，支援市有土地或房舍等現場會勘及東湖檔案庫房調還卷等業務。	1	350	321	1	0002					陳克明		1050725	BGT
5-3-98	0	05113		106	05113	2	227103000		0305	002			0	0	0211	輛	1		0		0		0	1.00	88000	63000	88000	126000	126000	0	0	汰換DVN-252電動公務機車(獸醫室)。									1	351	321	0	0002					郭俊成		1050728	BGT
6-2-83	0	06102		106	06102	2	317103000		0305	003			0	0	0214	輛	1		0		0		0	1.00	550000	550000	550000	0	0	0	0	汰換公務客貨兩用車（2002年購置）。（新增）								汰換公務客貨兩用車	1	350	321	1	0001	0	0	0		鄭昉苓		1050510	BGT
6-2-83	0	06102		106	06102	2	317103000		0305	004			0	0	0214	輛	1		0		0		0	1.00	550000	550000	550000	0	0	0	0	汰換公務客貨兩用車（2001年購置）。（新增）								汰換公務客貨兩用車	1	350	321	1	0002					華心惠		1050510	BGT
7-1-54	0	07101		106	07101	2	327103000		0305	001			0	0	0204	輛	1		0		0		0	1.00	820000	2460000	820000	0	0	0	0	汰換客貨兩用車(2002年購置7D-6546)。								已達15年使用年限。	1	350	321	0	0001	0	0	0		鄧春英		1050804	BGT
7-2-81	0	07102		106	07102	2	317103000		0305	001			0	0	0214	輛	5		0		0		0	5.00	550000	2750000	2750000	0	0	0	0	汰換客貨兩用車(2002年購置8D-6403、8D-6945、8D-6946、8D-6947及8D-6948)。								核實編列	1	350	321	0	0001				0022	蔡宗甫		1050616	BGT
7-2-81	0	07102		106	07102	2	317103000		0305	007			0	0		輛	1		0		0		0	1.00	998000	998000	998000	0	0	0	0	汰換小貨車(3人座)(1996年購置CO-1345)。								核實編列	0	350	321	0	0002	0	0	0	0022	蔡宗甫		1050707	BGT
