pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
2-11-41	0	02121		106	02121	1	132801002		0204	001			0	0		月	12		0		0		0		2000	24000	24000	24000	24000	0	0	辦理緊急災害系統電話費(區級災害應變中心維持)。									0	209	380	0	0013				0027	王俊明		1050413	BGT
2-11-41	0	02121		106	02121	1	132801002		0204	002			0	0		月	12		0		0		0		1055	12660	12660	12660	12660	0	0	災害防救衛星電話通話費(區級災害應變中心維持)。									0	209	380	0	0014				0027	王俊明		1050413	BGT
2-11-41	0	02121		106	02121	1	132801002		0204	008			0	0		部	2	月	12		0		0		1400	33600	33600	33600	33600	0	0	災害防救用智慧型手機通話費(區級災害應變中心維持)。									0	209	380	0	0020				0027	王俊明		1050413	BGT
2-11-41	0	02121		106	02121	1	132801002		0206	001			0	0		年	1		0		0		0		20000	20000	20000	20000	20000	0	0	辦理防災演習租用車輛(災害防救演習)。									0	211	380	0	0021				0027	王俊明		1050413	BGT
2-11-41	0	02121		106	02121	1	132801002		0206	002			0	0		年	1		0		0		0		53688	53688	53688	53688	53688	0	0	辦理防災演習租用音響、帳棚及桌椅等費用(災害防救演習)。									0	212	380	0	0022				0027	王俊明		1050413	BGT
2-11-42	0	02121		106	02121	1	132801002		0214	004			0	0	1501	節	16		0		0		0		800	12800	12800	12800	12800	0	0	災害防救人員講師鐘點費(防災教育訓練暨宣導費用)。									1	242	380	0	0034				0027	王俊明		1050413	BGT
2-11-42	0	02121		106	02121	1	132801002		0215	001			0	0		年	1		0		0		0		57412	57412	57412	57412	57412	0	0	防災演習用文具紙張及相關物品等費用(災害防救演習)。									0	249	380	0	0035				0027	王俊明		1050413	BGT
2-11-44	0	02121		106	02121	1	132801002		0220	010			0	0		年	1		0		0		0		10000	10000	10000	10000	10000	0	0	防災宣導布條、宣導單張等文宣製作費用(防災教育訓練暨宣導費用)。									0	261	380	0	0053				0027	王俊明		1050413	BGT
2-11-44	0	02121		106	02121	1	132801002		0220	011			0	0		年	1		0		0		0		10000	10000	10000	10000	10000	0	0	防災演習教育訓練教材印製費(防災教育訓練暨宣導費用)。									0	261	380	0	0054				0027	王俊明		1050413	BGT
2-11-44	0	02121		106	02121	1	132801002		0220	012			0	0		年	1		0		0		0		18900	18900	18900	18900	18900	0	0	防災演習手冊及相關資料印刷等費用(災害防救演習)。									0	261	380	0	0055				0027	王俊明		1050413	BGT
2-11-44	0	02121		106	02121	1	132801002		0220	013			0	0		年	1		0		0		0		50000	50000	50000	50000	50000	0	0	防災公園開設演練及宣導費用(防災教育訓練暨宣導費用)。									0	272	380	0	0056				0027	王俊明		1050413	BGT
2-11-44	0	02121		106	02121	1	132801002		0220	020			0	0		年	1		0		0		0	1.00	660000	660000	660000	660000	660000	0	0	鄰里防災教育訓練、宣導及演習活動經費(防災教育訓練暨宣導費用)。									0	272	380	0	0063				0027	藍慧真		1050511	BGT
2-11-45	0	02121		106	02121	1	132801002		0224	001			0	0		臺	9	年	1		0		0		1620	14580	14580	14580	14580	0	0	抽水機等災防設備養護費(區級災害應變中心維持)。									0	282	380	0	0067				0027	王俊明		1050413	BGT
2-11-45	0	02121		106	02121	1	132801002		0224	003			0	0		年	1		0		0		0		22300	22300	22300	22300	22300	0	0	災害應變中心緊急災害系統電話維護費(區級災害應變中心維持)。									0	282	380	0	0069				0027	王俊明		1050413	BGT
2-12-41	0	02122		106	02122	1	132801002		0204	005			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	緊急災害系統電話費（區級災害應變中心維持）。									0	209	380	0	0018				0027	劉耀華		1050413	BGT
2-12-41	0	02122		106	02122	1	132801002		0204	006			0	0		月	12		0		0		0	12.00	1055	12660	12660	12660	12660	0	0	災害防救衛星電話通話費及月租費（區級災害應變中心維持）。									0	209	380	0	0019				0027	劉耀華		1050413	BGT
2-12-41	0	02122		106	02122	1	132801002		0204	007			0	0		支	2	月	12		0		0	2.00×12.00	1400	33600	33600	33600	33600	0	0	災害防救用智慧型手機（含租用網路費）系統通訊費（區級災害應變中心維持）。									0	209	380	1	0020				0027	劉耀華		1050413	BGT
