pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
7-3-117	0	07103		106	07103	2	337501004	025	0303	001			0	0		式	1		0		0		0	1.00	23809524	23809524	23809524	23809524	23809524	0	0	施工費。										923	380	0	0074					陳炳麟		1050707	BGT
7-3-117	0	07103		106	07103	2	337501004	025	0303	002			0	0		式	1		0		0		0	1.00	1190476	1190476	1190476	1190476	1190476	0	0	委託設計服務費。										923	380	0	0075					陳炳麟		1050707	BGT
7-3-117	0	07103		106	07103	2	337501004	025	0303	003			0	0		式	1		0		0		0	1.00	750000	750000	750000	750000	750000	0	0	按施工費提列工程管理費(3.15%)。										923	380	0	0076					陳炳麟		1050707	BGT
7-6-93	0	07106		106	07106	2	317604001	003	0303	001			0	0		式	1		0		0		0	1.00	8806000	8806000	8806000	8806000	8806000	0	0	施工費。									0	916	380	0	0005				0028	林士淵		1050513	BGT
7-6-93	0	07106		106	07106	2	317604001	003	0303	002			0	0		式	1		0		0		0	1.00	507356	507356	507356	507356	507356	0	0	設計費。									0	916	380	0	0006				0028	林士淵		1050513	BGT
7-6-93	0	07106		106	07106	2	317604001	003	0303	003			0	0		式	1		0		0		0	1.00	397464	397464	397464	397464	397464	0	0	監造費。									0	916	380	0	0007				0028	林士淵		1050513	BGT
7-6-94	0	07106		106	07106	2	317604001	003	0303	004			0	0		式	1		0		0		0	1.00	289180	289180	289180	289180	289180	0	0	按施工費提列工程管理費(5,000,000元*3.5%+3,806,000元*3.0%)。									0	916	380	0	0008				0028	林士淵		1050513	BGT
7-6-94	0	07106		106	07106	2	317604001	006	0303	001			0	0		式	1		0		0		0	1.00	2300000	2300000	2300000	2300000	2300000	0	0	評估規劃費。										916	380	0	0013				0028	林士淵		1050311	BGT
16-1-121	0	16101		106	16101	2	137104200		0304	002			0	0		式	1		0		0		0	1.00	1118000	1052000	1118000	1146000	0	0	0	購置本市及區級災害應變中心平版電腦42臺、桌上型電腦(含液晶顯示器)60臺等，所需總金額2,236,000元，內政								本項為104-106年度連續性計畫，依內政部104年8月6日內授消字第1040822420號函，本市災害防救深耕第2期計畫，總經費修正為25,733,000元，其中資本門 6,293,000元，本府編列配合款 3,099,000元，本年度編列第3年購置本市及區級災害應變中心平版電腦42臺、桌上型電腦(含液晶顯示器)60臺等，所需總金額2,199,000元，內政部補助1,147,000元，本府自籌配合款1,052,000元。	0	345	380	0	0026				0028	何以新		1050809	BGT
16-1-121	0	16101		106	16101	2	137104200		0304	003			0	0		式	1		0		0		0	1.00	11500000	13281500	11500000	2845500	0	0	0	汰換本市災害應變中心電視牆。								因本市災害應變中心電視牆自95年建置使用至今已10年，該產品零件老舊且停產，已不符合維護及使用效益。有鑒於影像目前趨勢採數位訊號傳輸且已普及，故朝此方向進行規劃採購。		345	380	0	0027				0028	陳志雄		1050719	BGT
16-1-122	0	16101		106	16101	2	137104200		0307	002	'		0	0		組	2		0		0		0	2.00	1400000	2800000	2800000	0	0	0	0	破壞器材組。								搜救隊		363	380	0	0028	0	0	0		邱靖哲		1050727	BGT
16-1-122	0	16101		106	16101	2	137104200		0307	003			0	0		組	2		0		0		0	2.00	1100000	2200000	2200000	0	0	0	0	光纖影音探測器。								搜救隊		363	380	0	0029	0	0	0		邱靖哲		1050721	BGT
16-1-122	0	16101		106	16101	2	137104200		0307	004			0	0		組	1		0		0		0	1.00	800000	0	800000	0	0	0	0	建築物位移監測器。								搜救隊		363	380	0	0030	0	0	0		邱靖哲		1050721	BGT
16-1-122	0	16101		106	16101	2	137104200		0307	005			0	0		組	3		0		0		0	3.00	40000	0	120000	0	0	0	0	輕便型電動破壞器材。								搜救隊		363	380	0	0031	0	0	0		邱靖哲		1050721	BGT
16-1-122	0	16101		106	16101	2	137104200		0307	006			0	0		組	1		0		0		0	1.00	1200000	0	1200000	0	0	0	0	頂舉氣袋組。								搜救隊		363	380	0	0032	0	0	0		邱靖哲		1050721	BGT
16-1-122	0	16101		106	16101	2	137104200		0307	007			0	0		組	1		0		0		0	1.00	1300000	0	1300000	0	0	0	0	支撐器材組。								搜救隊		363	380	0	0033	0	0	0		邱靖哲		1050721	BGT
16-1-127	0	16101		106	16101	2	138302000		0304	001			0	0		式	1		0		0		0	1.00	1118000	1147000	1118000	1110000	0	0	0	購置本市及區級災害應變中心平版電腦42臺、桌上型電腦(含液晶顯示器)60臺等，所需總金額2,236,000元，本府								本項為104-106年度連續性計畫，依內政部104年8月6日內授消字第1040822420號函，本市災害防救深耕第2期計畫，總經費修正為25,733,000元，其中資本門 6,293,000元，內政部補助款3,194,000元，本年度編列第3年購置本市及區級災害應變中心平版電腦42臺、桌上型電腦(含液晶顯示器)60臺		345	380	0	0001				0028	何以新		1050809	BGT
21-1-15	0	21101		106	21101	2	327102002		0303	001			0	0		式	1		0		0		0	1.00	51810000	51810000	51810000	0	0	0	0	本年度所需施工費。									0	335	380	0	0003	0	0	0		范煥英、朱撼湘	本年度所需施工費。	1050527	BGT
21-1-15	0	21101		106	21101	2	327102002		0303	002			0	0		式	1		0		0		0	1.00	930000	930000	930000	0	0	0	0	本年度所需工程管理費。									0	335	380	0	0004	0	0	0		范煥英、朱撼湘	本年度所需工程管理費。	1050527	BGT
