pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
1-1-52	0	01101		106	01101	1	110202006		0230	001			0	0		年	1		0		0		0	1.00	600000	600000	600000	700000	700000	0	0	光碟媒體及網路資料庫。									0	289	310	0	0053							1050518	BGT
2-1-39	0	02101		106	02101	1	120101003		0230	001			0	0		年	1		0		0		0	1.00	24000	24000	24000	24000	24000	0	0	網路硬碟空間租賃費。									0	290	310	0	0155					吳伯威		1050407	BGT
2-1-51	0	02101		106	02101	1	120301002		0230	001			0	0		年	1		0		0		0		24000	24000	24000	24000	24000	0	0	法學資料查詢使用費。									0	289	310	0	0027				0015	劉淑雲		1050330	BGT
2-2-28	0	02102		106	02102	1	120101002		0230	001			0	0		年	1		0		0		0		80000	80000	80000	80000	80000	0	0	電腦軟體維護、資料庫建置及處理、網頁建構、系統管理等資訊服務費。									0	289	310	0	0033				0015	陳綺敏		1050411	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	001			0	0		年	1		0		0		0		200000	200000	200000	200000	200000	0	0	資訊網站維護費。									0	289	310	0	0019				0015	陳俊男		1050322	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	002			0	0		年	1		0		0		0	1.00	2130000	2130000	2130000	1457000	1457000	0	0	本府各機關所用人事決策支援系統推動服務費。								依業務需要核實增列。	0	289	310	0	0020				0015	陳俊男		1050503	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	003			0	0		年	1		0		0		0	1.00	2200000	2200000	2200000	2200000	2200000	0	0	線上差勤系統維護、功能擴充及應用推動服務。									0	289	310	0	0021				0015	陳俊男		1050322	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	004			0	0		年	1		0		0		0	1.00	2034000	2034000	2034000	2034000	2034000	0	0	人事服務網系統維護、功能擴充及推動服務費。									0	289	310	1	0022				0015	陳俊男		1050504	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	005			0	0		式	1		0		0		0	1.00	875000	875000	875000	875000	875000	0	0	集中式虛擬化主機軟體維護及版本升級費。									0	289	310	1	0023				0015	陳俊男		1050322	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	006			0	0		式	1		0		0		0	1.00	2400000	2400000	2400000	2400000	2400000	0	0	本府人事管理系統維護及功能擴充推動服務費。									0	289	310	0	0024				0015	陳俊男		1050504	BGT
2-4-41	0	02104		106	02104	1	120601002		0230	007			0	0		式	1		0		0		0	1.00	920000	920000	920000	920000	920000	0	0	人事系統效能監控、資料防護等軟體維護及版本升級費(分批辦理)。									0	289	310	1	0025				0015	陳俊男		1050412	BGT
2-5-20	0	02105		106	02105	1	120101005		0230	001			0	0		式	1		0		0		0	1.00	100000	100000	100000	100000	100000	0	0	臺北市政府政風人員內部區域網路系統擴充及維護。										289	310	0	0059					梁郅興		1050428	BGT
2-5-32	0	02105		106	02105	1	120401005		0230	001			0	0		年	1		0		0		0	1.00	100000	100000	100000	800000	800000	0	0	公職人員財產申報系統離線版維護費。									0	289	310	0	0008				0015	周昀潔		1050510	BGT
2-6-36	0	02106		106	02106	1	212601003		0230	001			0	0		式	1		0		0		0	1.00	864000	864000	864000	864000	864000	0	0	臺北e大學習論壇資訊服務計畫。									0	289	310	0	0051				0015	盧彥安		1050502	BGT
2-6-36	0	02106		106	02106	1	212601003		0230	002			0	0		式	1		0		0		0	1.00	6000000	6000000	6000000	6000000	6000000	0	0	本府數位學習共同平臺功能增修與維運。									0	289	310	1	0052				0015	盧彥安		1050503	BGT
2-7-42	0	02108		106	02108	1	120501003		0230	001			0	0		年	1		0		0		0	1.00	532000	532000	532000	552000	552000	0	0	軟體維護費。　　									0	289	310	0	0021				0015	陳宗亨		1050801	BGT
2-8-9	0	02111		106	02111	1	340101002		0230	001			0	0		年	1		0		0		0	1.00	47500	47500	47500	38000	38000	0	0	審議作業之管理、維護與技術支援－中英文網頁維護。								依實際需要覈實編列	0	289	310	1	0023				0015	蔡立睿		1050511	BGT
2-9-33	0	02112		106	02112	1	130101002		0230	001			0	0		年	1		0		0		0	1.00	1500000	1500000	1500000	1500000	1500000	0	0	本會資訊系統維護及網站營運維護、網頁製作費(含凱達格蘭文化館、民族商場維護專屬網站、原住民族語言學習								無增減。	0	289	310	0	0030					鐘欣瑜		1050507	BGT
2-10-27	0	02113		106	02113	1	220101002		0230	001			0	0		式	1		0		0		0	1.00	176100	176100	176100	200000	200000	0	0	網站網頁維護及影音資料授權。								資訊額度內調整編列	0	289	310	0	0078					鄒韻婷		1050515	BGT
2-11-34	0	02121		106	02121	1	130101002		0230	001			0	0		式	1		0		0		0	1.00	60000	60000	60000	60000	60000	0	0	網站資料維護及網頁製作。									0	289	310	0	0071				0015	吳春進		1050512	BGT
2-13-31	0	02123		106	02123	1	130101002		0230	001			0	0		年	1		0		0		0		50000	50000	50000	50000	50000	0	0	電腦網站資料維護及網頁製作。									0	289	310	0	0070					宋仁昌		1050404	BGT
2-14-44	0	02124		106	02124	1	130101002		0230	001			0	0		年	1		0		0		0	1.00	80000	80000	80000	80000	80000	0	0	網站資料維護及網頁製作。									0	289	310	0	0081				0015	張裕安		1050412	BGT
2-15-27	0	02125		106	02125	1	130101002		0230	001			0	0		年	1		0		0		0	1.00	75000	75000	75000	75000	75000	0	0	網站資料維護。									0	289	310	0	0083				0015	邢志國		1050405	BGT
2-16-30	0	02126		106	02126	1	130101002		0230	001			0	0		年	1		0		0		0		96000	96000	96000	96000	96000	0	0	多媒體網頁製作與資料維護。									0	289	310	1	0077				0015			1050411	BGT
