pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
2-5-33	0	02105		106	02105	1	120401007		0216	001			0	0		案	1		0		0		0	1.00	800000	800000	800000	800000	800000	0	0	辦理廉政指標委託研究案。									0	253	330	0	0017				0024	周昀潔		1050510	BGT
2-6-34	0	02106		106	02106	1	212601002		0216	001			0	0		年	1		0		0		0	1.00	700000	700000	700000	0	0	0	0	辦理職能評鑑委託專案（新增）。								為精進市府管理階層人才培訓，並發展科長級人才管理職能評鑑作法及配套機制，強化訓用結合，依業務需要覈實編列。	0	253	330	1	0030	0	0	0		余淑華		1050502	BGT
2-7-28	0	02108		106	02108	1	120201002		0216	001			0	0		年	1		0		0		0	1.00	4000000	4000000	4000000	4000000	4000000	0	0	委託研究發展經費。									0	253	330	0	0016				0024	劉晃美		1050511	BGT
4-2-69	0	04102		106	04102	1	140101006		0216	001			0	0		式	1		0		0		0	1.00	157500	157500	157500	126000	126000	0	0	委外辦理為民服務電話問卷調查、臨櫃滿意度及內部同仁滿意度趨勢分析。								因應基本工資調整及新增內部同仁滿意度調查項目。	0	254	330	0	0107					陳麗蘭		1050516	BGT
5-2-42	0	05112		106	05112	1	220101015		0216	001			0	0		年	1		0		0		0	1.00	90000	90000	90000	90000	90000	0	0	讀者滿意度調查委外辦理費用。									0	254	330	0	0095					高詠茹		1050620	BGT
6-2-76	0	06102		106	06102	1	310401004		0216	003			0	0		式	1		0		0		0	1.00	1800000	1800000	1800000	1800000	1800000	0	0	本市指標生物資源調查計畫(本計畫為96-107年度分年延續性計畫，總經費26,275,000元，96-105年度已編列22,67									0	253	330	0	0048					林立容		1050619	BGT
8-1-42	0	08101		106	08101	1	330101004		0220	001			0	0		年	1		0		0		0	1.00	900000	900000	900000	900000	900000	0	0	辦理交通類民意調查。									0	272	330	0	0062					劉仁龍		1050509	BGT
8-1-47	0	08101		106	08101	1	330201002		0216	001			0	0		年	1		0		0		0	1.00	3300000	3300000	3300000	3000000	3000000	0	0	臺北市交通政策白皮書：								連續性預算	0	252	330	0	0011					楊淑芳		1050516	BGT
8-1-68	0	08101		106	08101	1	330301003		0216	004			0	0		式	1		0		0		0	1.00	3000000	3000000	3000000	0	0	0	0	辦理本市公共自行車租賃系統建置及營運管理案契約期滿系統後續營運管理方式委託研究（新增）。								為因應本市公共自行車租賃系統(含第一階段及第二階段)建置及營運管理案契約將於107年底契約期滿，依契約規定屆時營運廠商須將系統設備移轉予本局，為能使移轉作業及後續系統接續營運順利，故委託專業機構辦理研議系統接管作業暨後續營運方式(本府機關自營、委託勞務服務、OT、系統設備出租...等方式)		252	330	1	0028	0	0	0		黃華宇		1050714	BGT
8-3-35	0	08104		106	08104	1	330201003		0220	001			0	0		年	1		0		0		0	1.00	4417500	4417500	4417500	4417500	4417500	0	0	臺北市交通流量及特性調查費用。									0	272	330	0	0017					李冠霖		1050604	BGT
8-3-35	0	08104		106	08104	1	330201003		0220	002			0	0		年	1		0		0		0	1.00	450000	450000	450000	450000	450000	0	0	為進行交通改善措施微觀車流模擬成效評估案聘請臨時專業顧問、技術人員辦理車流模擬評估費用。									0	272	330	0	0018					李冠霖		1050715	BGT
8-4-91	0	08105		106	08105	1	330204002		0220	009			0	0		式	1		0		0		0	1.00	351000	351000	351000	351000	351000	0	0	臺北市聯營公車服務品質調查。									0	259	330	0	0021					廖俊青		1050607	BGT
11-1-1-52	0	11111		106	11101	1	710101012		0220	002			0	0		次	1		0		0		0	1.00	1570000	1570000	1570000	1400000	1400000	0	0	辦理民意調查。								往年訪員及督導費用約占民調總費用的七成五，且最低時薪較100年(105年為120元、100年為103元)增加16.5%，即成本增加17萬。	0	272	330	0	0221					江亮青		1050909	BGT
