pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	kpirmk	sysdat	usno
1-1-51	0	01101		106	01101	1	110202006		0218	001			0	0		年	1		0		0		0		500000	500000	500000	500000	500000	0	0	資訊軟體材料費。									0	256	310	0	0043				0012			1050518	BGT
1-1-51	0	01101		106	01101	1	110202006		0218	002			0	0		年	1		0		0		0	1.00	5830000	5830000	5830000	5380000	5380000	0	0	電腦主機及周邊設備維護保養。									0	256	310	0	0044				0013			1050518	BGT
1-1-51	0	01101		106	01101	1	110202006		0218	003			0	0		年	1		0		0		0	1.00	4360000	4360000	4360000	3800000	3800000	0	0	電腦資訊系統軟體維護。									0	256	310	0	0045				0013			1050518	BGT
1-1-51	0	01101		106	01101	1	110202006		0218	004			0	0		年	1		0		0		0		204000	204000	204000	204000	204000	0	0	電腦機房不斷電系統維護保養。									0	256	310	0	0046							1050518	BGT
2-1-34	0	02101		106	02101	1	120101002		0218	001			0	0		年	1		0		0		0	1.00	824980	824980	824980	824980	824980	0	0	電腦耗材費。									0	256	310	0	0092				0012	吳伯威		1050407	BGT
2-1-34	0	02101		106	02101	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	211569	211569	211569	211569	211569	0	0	個人電腦及周邊設備維護費。									0	256	310	0	0093				0013	吳伯威		1050407	BGT
2-2-27	0	02102		106	02102	1	120101002		0218	001			0	0		年	1		0		0		0		165000	165000	165000	165000	165000	0	0	電腦耗材。									0	256	310	0	0027				0012	陳綺敏		1050411	BGT
2-2-27	0	02102		106	02102	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	141557	141557	141557	126229	126229	0	0	電腦設備維護費。									2	256	310	0	0028				0013	陳綺敏		1050504	BGT
2-3-27	0	02103		106	02103	1	120101006		0218	001			0	0		年	1		0		0		0	1.00	300000	300000	300000	225000	225000	0	0	電腦及周邊設備用碳粉等相關耗材。								依編列基準每部電腦2400元*136人=326,400元，以實際需要覈實編列3000,000元	0	256	310	0	0076				0012	陳翠宜		1050412	BGT
2-3-27	0	02103		106	02103	1	120101006		0218	002			0	0		年	1		0		0		0	1.00	200000	200000	200000	200000	200000	0	0	電腦設備硬體維護費。								依購置價格6%(購置總額5,109,019*6%=306,541元)，以實際需要覈實編列200,000元	0	256	310	0	0077				0013	陳翠宜		1050412	BGT
2-3-33	0	02103		106	02103	1	120201002		0218	001			0	0		年	1		0		0		0	1.00	700000	700000	700000	645200	645200	0	0	公務預算系統軟體維護費。								依系統建置總價5,122,677元*14%=717,174元，覈實編列700,000元	0	256	310	0	0013				0015	范玉梅		1050510	BGT
2-3-33	0	02103		106	02103	1	120201002		0218	002			0	0		年	1		0		0		0	1.00	82500	82500	82500	82500	82500	0	0	審議意見處理系統維護費。									0	256	310	0	0014				0015	范玉梅		1050412	BGT
2-3-33	0	02103		106	02103	1	120201002		0218	003			0	0		年	1		0		0		0	1.00	1105636	1105636	1105636	0	0	0	0	縣市預算會計系統(CBA)預算系統分攤維護費。(新增)								直轄市CBA預算系統分攤維護款	0	256	310	0	0015	0	0	0	0015	范玉梅		1050510	BGT
2-3-38	0	02103		106	02103	1	120202002		0218	001			0	0		年	1		0		0		0	1.00	830200	830200	830200	830200	830200	0	0	附屬單位預算系統軟體維護費。								係系統建置及擴充價格5,930,000*14%=830,200元	0	256	310	0	0012				0015	林韋伶		1050510	BGT
2-3-43	0	02103		106	02103	1	120203003		0218	001			0	0		年	1		0		0		0	1.00	91000	91000	91000	91000	91000	0	0	總預算半年結算報告子系統軟體維護費。								系統建置價格650,000元*14%=91,000元	0	256	310	0	0018				0015	徐雅芳		1050510	BGT
2-3-44	0	02103		106	02103	1	120203003		0218	002			0	0		年	1		0		0		0	1.00	549159	549159	549159	549159	549159	0	0	公務決算系統軟體維護費。								系統建置及擴充價格3,922,566元*14%=549,159元	0	256	310	0	0019				0015	徐雅芳		1050510	BGT
